Geneid,L3,L3,L3,APF0h,APF0h,APF0h
tRNA:Asp-GTC-1-7,0,0,0,0,0,0
CG9289,0,0,0,0,0,0
tRNA:Asp-GTC-1-8,0,0,0,0,0,0
tRNA:Asp-GTC-1-9,0,0,0,0,0,0
PrBP,507,570,771,589,368,204
Trs23,361,69,684,155,181,139
Hnf4,0,0,0,82,91,160
asRNA:CR44992,0,0,0,0,4,0
CG9314,1,1,0,0,0,0
raw,220,10,642,101,259,132
CG45307,0,0,0,0,0,0
CG12438,0,0,0,0,0,0
LManIII,0,0,0,0,0,0
LManIV,0,0,0,0,0,0
LManV,0,0,0,0,0,0
LManVI,0,0,0,0,0,0
CG42710,0,0,0,0,0,0
SoxN,0,0,0,31,40,33
lncRNA:CR45365,0,0,0,0,0,0
asRNA:CR45260,0,0,0,0,0,0
CG32986,0,0,0,0,0,0
CG32987,0,0,0,0,0,0
CG32988,0,0,0,0,0,0
CG32983,0,0,0,0,0,0
CG9483,0,0,0,0,0,0
lncRNA:CR44414,0,0,0,0,0,0
lncRNA:CR44415,0,0,0,0,0,0
CG42713,0,0,0,10,15,0
CG34398,267,44,94,85,398,129
Tsp29Fa,0,0,0,0,0,0
asRNA:CR46071,0,0,0,0,0,0
Tsp29Fb,60,147,0,40,11,11
Argl,0,0,483,0,15,0
CG9515,0,0,0,1,0,28
C1GalTA,1114,0,0,0,158,29
CG46397,0,0,0,0,0,0
CG31886,0,0,0,0,0,0
CG9525,0,0,0,0,0,0
CG32985,0,0,0,0,0,0
CG32984,0,0,0,0,0,0
CG18088,0,0,0,0,0,0
CG9541,0,0,0,0,0,0
CG13101,41,0,1,0,46,0
CG18662,0,0,0,0,21,0
rost,0,0,0,72,36,0
CG9555,0,0,0,0,0,0
alien,1107,1723,3217,1253,1440,896
CG17906,0,0,0,0,0,0
CG18661,283,405,1,48,48,24
Try29F,0,129,0,0,0,0
CG9568,0,0,0,0,0,0
CG13102,0,0,0,0,0,0
Rcd-1r,0,0,0,0,0,0
CG9582,0,0,0,0,0,0
lncRNA:CR44352,0,0,0,0,0,0
DIP-zeta,0,0,0,0,0,0
lncRNA:CR44483,0,0,0,0,0,0
CG12439,0,0,0,0,0,0
Toll-4,0,0,0,0,0,0
CG31609,0,0,0,0,0,0
lncRNA:CR44482,0,0,0,0,0,0
Or30a,0,0,0,0,0,0
lncRNA:CR44617,0,0,0,0,0,0
lncRNA:CR44616,0,0,0,0,0,0
lncRNA:CR44615,0,0,0,0,0,0
CG32982,283,308,443,101,448,219
CG13108,0,0,0,0,2,0
CG9586,858,856,15,514,802,276
tai,481,564,808,577,503,295
tRNA:Thr-AGT-1-1,0,0,0,0,0,0
aust,0,0,0,0,0,0
CR43734,0,0,0,0,0,0
borr,549,669,9,46,91,70
lectin-30A,0,0,0,0,0,0
Ggamma30A,1,0,776,0,0,0
lncRNA:CR45262,0,0,0,0,0,0
lncRNA:CR42844,0,0,0,0,0,0
lncRNA:CR45456,0,0,0,0,0,0
lncRNA:CR45457,0,0,0,0,0,0
CG17005,0,0,0,0,0,0
Cks30A,196,532,0,0,29,0
Eaat1,0,0,0,0,0,0
CG3748,0,0,0,0,0,0
lncRNA:CR44802,0,0,0,0,0,0
CG43350,0,0,0,0,0,0
CG13110,0,0,0,0,0,0
lncRNA:CR43404,0,0,0,0,0,0
CG34181,0,0,0,0,0,0
Shawl,0,0,0,0,0,0
asRNA:CR43865,0,0,0,0,0,0
Aldh,452,46,1,0,11,0
CG4438,0,0,0,0,0,0
Mco1,0,0,2,30,400,0
Fbp2,4337,14739,32792,893,2273,21
CG42847,0,0,74,0,0,0
FucTB,1297,1,3138,105,118,122
scat,416,1,1,84,80,157
CG3769,0,0,0,0,0,0
RpS28-like,0,0,0,0,0,0
numb,332,453,3402,608,1038,817
CG33723,0,0,0,0,0,0
lncRNA:CR43769,0,0,0,0,0,0
Gdi,6744,5455,4471,11473,14382,8423
CG33298,134,19,62,163,342,90
Oatp30B,6,0,0,0,28,176
CG31883,0,0,0,0,0,0
CG17855,0,0,0,0,0,0
Cpr30B,0,0,0,0,0,0
CG13113,0,0,0,0,0,0
CG13114,0,0,0,0,0,0
jp,0,0,0,3,7,0
lncRNA:CR44149,0,0,0,0,0,0
brwl,0,589,0,0,50,0
Mtpalpha,1258,1947,826,1360,2419,1182
CG31709,0,0,0,0,0,0
gcm,0,0,0,0,33,0
lncRNA:CR43621,0,0,0,0,0,0
CG3841,0,0,0,0,0,0
CG4382,0,0,0,0,0,0
gcm2,0,0,0,0,0,0
Trx-2,1906,1634,4033,686,1262,630
GlcAT-S,0,0,0,126,133,84
CG31882,0,0,0,0,0,0
Apoltp,0,0,22,0,0,0
CG33299,0,0,0,0,0,0
lncRNA:CR46208,0,0,0,0,0,0
lncRNA:CR44150,0,0,0,0,0,0
Pka-C1,811,137,859,608,611,211
hoip,2953,3352,3996,495,599,344
pelo,23,1637,275,305,462,327
CG31710,613,684,45,293,360,257
CG4364,1077,0,1,255,307,400
Nckx30C,0,0,0,0,0,43
CG13116,0,0,0,0,41,43
CG13117,1396,1444,2502,3042,5449,2627
Cyp4e3,0,0,11,0,2,0
zf30C,2,220,1,150,584,270
Taf11,547,270,699,159,309,83
und,434,312,939,503,1146,384
ppk18,0,0,0,0,0,0
CG4017,4504,752,1455,2095,3406,2910
CG17633,0,0,0,0,9,0
ppk16,0,0,0,0,0,0
ppk11,0,0,0,0,0,0
IP3K1,0,0,0,18,159,0
hpRNA:CR18854,60,3,35,91,400,109
CG4036,10,835,896,175,202,160
CG13123,145,0,3,94,68,67
nAChRalpha6,0,0,0,0,0,0
lncRNA:CR43766,0,0,0,0,0,0
lncRNA:CR44701,0,0,0,0,0,0
Fkbp59,4094,3895,5145,1885,2170,1261
CG34183,198,208,1,104,75,80
CG4537,39,209,0,23,20,17
mtDNA-helicase,809,0,0,0,17,9
Uhg2,120,241,1293,36,87,64
snoRNA:U14:30Eb,0,0,0,0,0,4
snoRNA:U14:30Ea,0,0,0,0,1,0
snoRNA:Me18S-G1620,0,0,0,0,0,0
snoRNA:Me18S-A1576,11,19,104,0,6,7
Bka,949,480,589,243,161,133
RpS2,7653,15834,14641,5171,5272,3470
Muc30E,0,0,0,0,0,0
CG13124,267,26,34,172,283,110
Etl1,0,1,1113,103,303,59
Srp54,603,470,1013,193,426,246
yip2,3569,2925,1115,1762,2395,1245
CG5885,3242,1835,1640,3843,5644,3094
CG4598,2666,1474,1768,870,1420,558
CG4594,0,372,68,32,0,34
CG4592,96,717,1142,167,93,105
TbCMF46,0,0,0,0,0,0
CG42366,0,0,0,0,0,0
CG42367,0,0,0,0,0,0
Cpr30F,0,0,0,0,0,0
CG31712,466,316,430,110,169,98
asRNA:CR45007,0,0,0,5,0,0
Apf,0,0,0,0,0,0
CG4619,377,912,1,184,305,85
CG5853,0,13,0,0,4,0
lncRNA:CR45949,0,0,0,0,0,0
mir-87,0,0,0,0,0,0
CG13126,475,0,0,84,167,58
CG4709,311,0,0,4,46,20
CG5846,90,588,0,56,140,65
CG4658,0,0,0,321,252,204
asRNA:CR44872,0,0,0,0,0,0
CG5850,171,0,0,132,184,85
asRNA:CR43683,0,0,0,0,0,0
Dref,1700,441,33,443,821,622
RpL13,4285,6463,8389,2281,1478,1185
lncRNA:CR13130,0,0,0,0,0,0
bib,0,0,0,1,159,66
CG31875,0,0,0,2,0,0
SoYb,0,0,0,0,0,0
Ndf,1014,918,12,1154,1571,1123
asRNA:CR44873,0,0,0,0,0,2
Trp1,2493,26,1344,1888,1923,960
CG13131,0,0,0,0,0,0
CG13127,0,0,0,0,0,0
obst-B,4126,3050,7084,27347,15358,2414
CG33301,0,0,0,0,0,0
lncRNA:CR44874,0,0,0,0,0,0
lncRNA:CR44875,0,0,0,0,0,0
Cpr31A,396,515,0,1,0,0
Pen,54,652,62,287,466,216
Spn31A,0,0,0,0,0,0
CG44153,0,0,0,0,0,0
CG13133,0,0,0,0,0,0
CG34109,0,0,0,0,1,0
CG13135,0,0,0,0,0,0
CG4839,0,0,0,0,0,0
CG13137,0,0,0,0,0,0
Sur,0,0,0,0,0,0
Fum4,0,0,0,0,0,0
Ripalpha,475,108,0,294,100,181
RpL7,5081,3706,2219,2337,2930,1358
CG34159,2273,2783,3390,2138,2123,1160
CG5734,289,0,1,142,166,118
CG5731,0,0,0,55,2,22
lncRNA:CR44845,0,0,0,0,10,1
CG5727,418,219,17,169,317,127
CG4901,0,0,1,1,114,81
Npc1a,27,2,1,10,199,178
Prosalpha6,1055,1042,3471,2217,2137,1221
CG4908,0,0,842,96,82,38
CG5708,392,1217,3,532,949,259
ova,291,290,0,240,458,228
eEF1delta,3730,2965,2948,2480,2575,1516
mthl15,0,0,0,0,2,0
me31B,2723,6283,4011,3872,3551,2370
chico,264,617,1,33,152,54
asRNA:CR44995,0,0,0,0,0,0
bsk,926,1437,2169,1969,1858,942
CG31717,870,1546,2683,1566,1740,1017
Ror,0,0,0,6,0,0
CG5676,743,816,2379,1005,725,487
Pten,270,102,0,416,231,424
Rsf1,1086,1082,38,593,432,307
REPTOR-BP,851,1093,3126,359,287,143
Mob3,547,492,1878,303,242,194
CG4953,0,0,0,170,203,102
CG4957,20,268,0,114,79,30
Mulk,312,1,1749,195,442,232
trk,0,0,0,0,1,2
Utx,188,351,164,204,514,317
CG34043,0,0,0,0,0,0
Ufd4,0,0,1,91,326,69
Hand,0,0,0,0,0,0
CYLD,0,0,14,244,188,154
asRNA:CR44968,0,0,0,0,0,0
CG13138,0,0,0,0,0,0
nmd,1616,483,1904,613,572,430
CG5390,1521,1565,581,2696,2812,1290
CG4968,576,1642,1984,969,824,416
Cdk5alpha,0,0,0,0,16,2
l(2)SH0834,910,819,647,357,608,284
Usp14,801,2488,6,1523,2679,1263
CG4972,1526,1641,2,1175,851,673
CG5381,4,0,293,57,71,4
CG4995,0,0,0,0,0,0
RnrL,161,0,0,2,244,215
Schip1,0,0,0,0,0,0
CG5037,1082,1762,2997,361,188,228
GATAd,422,507,0,423,354,287
SamDC,461,683,2557,228,449,157
CG31715,1168,1528,3032,1146,2383,1051
Sps2,0,0,0,1,7,0
CG5022,0,0,0,0,0,0
CG34367,0,0,0,0,0,0
CG5367,0,0,0,0,0,0
CG5045,1259,853,956,1048,894,537
Cand1,0,0,1,34,801,233
pim,10,0,16,120,74,14
lft,688,395,406,2383,2588,992
CG5056,435,344,50,260,230,107
rho-5,0,0,0,0,7,0
CG33303,3800,1596,3628,3299,4063,2183
dpr19,0,0,0,0,0,36
gny,409,0,0,236,300,186
CG5096,0,0,0,0,0,0
Cdk1,416,847,1111,121,234,62
mRpS7,471,759,577,356,402,301
da,28,1,353,354,448,205
asRNA:CR45789,0,0,0,0,0,0
Mdh1,4074,4584,2432,1751,1051,718
Cnot4,386,0,4548,591,1032,545
CG17768,0,0,0,0,0,0
LSm-4,0,0,0,0,0,0
Ir31a,0,0,0,0,0,0
RpS27A,3429,3957,5521,1765,2741,1336
Ip259,334,307,17,222,336,195
CG5355,382,1052,2853,1152,1381,897
Klp31E,47,0,163,291,63,79
RfC3,484,468,598,13,0,0
pie,437,406,1,0,45,24
Wdfy2,767,462,2,1283,1476,908
SmB,2106,1965,2962,432,465,378
KdelR,1548,537,1968,4529,4593,1968
CG5188,695,1135,1306,121,193,102
Bug22,854,361,2,305,187,273
TfIIB,1806,1377,4229,1674,1479,816
TBC1D16,0,0,0,0,0,39
holn1,610,489,2129,309,313,144
STUB1,625,950,1913,659,395,249
Nse4,222,14,1,123,74,18
lncRNA:CR45375,0,0,0,0,0,0
loh,0,0,0,0,0,0
ppk10,0,0,0,0,0,0
LManI,255,0,0,0,0,17
LManII,376,0,48,360,933,250
RluA-1,0,0,0,0,0,0
RluA-2,0,0,0,21,0,39
Grip75,0,1,0,138,93,48
CG7456,1,0,1,817,511,237
CG6144,235,478,2,97,198,87
CG13144,0,0,0,0,0,0
Myo31DF,288,1,0,189,297,143
asRNA:CR44224,0,0,0,0,0,0
CG6094,206,317,315,190,188,69
CG7384,0,0,0,0,0,0
Fatp1,541,76,2521,9,76,0
Lrr47,493,0,0,0,41,41
Lip4,0,112,0,3,4,0
CG18301,0,0,0,0,0,0
CG18302,0,0,0,0,0,0
lncRNA:CR44618,0,0,0,0,0,0
Trim9,0,534,1,0,63,11
CG6138,0,0,0,0,0,0
w-cup,0,0,0,0,8,0
CG34160,0,0,0,0,0,0
CG34161,0,0,0,0,0,0
CG7329,0,0,0,0,0,0
lncRNA:CR45351,0,0,0,0,0,0
CG31872,0,0,0,0,0,0
CG18284,0,0,0,0,0,0
CG17097,0,0,0,0,0,0
lncRNA:CR44580,0,0,0,0,0,0
CG17098,0,0,0,0,0,0
lncRNA:CR45692,0,0,0,0,0,0
CG45690,0,0,0,0,0,0
CG31871,0,0,0,0,61,0
CG17104,4,597,0,248,212,63
lncRNA:CR44180,0,0,0,0,0,0
CG17105,53,674,660,0,2,0
CG17107,43,156,175,0,0,0
CG7299,0,0,0,0,6,0
CG7296,0,0,0,0,7,0
CG7294,0,154,240,0,0,4
CG17108,0,0,0,0,1,0
CG7300,0,0,0,0,0,0
asRNA:CR44181,0,0,0,0,0,0
Lip1,0,0,0,0,0,0
Lip2,0,0,0,0,0,0
CG6415,0,82,12,0,2,0
lncRNA:CR44407,0,0,231,0,0,0
CG6431,0,0,0,0,0,0
CG6443,365,772,0,214,285,139
CG17118,0,0,0,0,17,0
EMC3,873,212,1,1071,1084,591
Dpy-30L1,486,516,0,328,211,172
Nup107,5,115,1,173,467,165
Vha16-5,0,0,0,0,0,0
CG12299,0,0,0,1,91,0
CG6729,0,0,0,0,206,52
mir-4970,0,0,0,0,0,0
CG17124,241,1112,1,561,551,257
mir-9378,0,0,0,0,0,0
CG6495,0,0,0,0,0,0
Ubc2,646,888,1794,584,538,209
CG6724,1726,1136,138,325,424,231
CG17127,0,0,0,0,5,0
CG31869,14,0,9,137,133,65
lncRNA:CR44582,0,0,0,0,0,0
CG31870,0,0,0,0,0,0
lncRNA:CR44581,0,0,0,0,15,0
Nos,0,0,0,78,41,0
CG6508,0,0,0,0,0,0
CG17134,0,0,0,0,0,0
CG6700,149,351,91,311,391,222
mir-4987,0,0,0,0,0,0
CG17140,0,0,0,0,0,0
CG17139,0,0,0,0,0,0
Porin2,0,0,0,0,0,0
porin,7342,8213,10093,6582,7517,4079
SmydA-3,0,0,0,0,0,0
Dnz1,326,0,0,178,69,106
aurB,509,111,1952,102,150,96
Stam,0,0,0,207,185,298
lncRNA:CR43807,0,0,0,0,0,0
CG12517,0,0,0,0,0,0
lncRNA:CR45453,0,0,0,0,0,0
lncRNA:CR45454,0,0,0,0,0,0
lncRNA:CR44490,0,0,0,0,0,0
CG14071,0,0,0,0,0,0
lncRNA:CR44491,0,0,0,0,0,0
CG14070,0,0,0,0,0,0
lncRNA:CR45724,0,0,0,0,0,0
CG7309,0,0,0,0,0,0
CG14069,0,0,0,0,0,0
dpr2,0,0,0,0,0,0
CG14072,0,0,0,0,0,0
lncRNA:CR44492,0,0,0,0,0,0
lncRNA:CR44493,0,0,0,0,0,0
CG33129,5255,4901,3608,4881,4158,1952
YL-1,0,0,0,275,146,98
CG16743,127,0,0,0,0,0
abo,0,0,1,232,103,88
ATPsynG,3671,9211,9300,2080,3464,1888
SCAR,1,0,0,477,290,269
piwi,0,0,0,0,1,0
CG12253,0,0,0,0,101,50
TTLL4A,835,0,0,48,443,349
aub,0,0,0,0,26,35
lectin-33A,0,0,0,0,0,0
RpL9,2632,2320,2352,991,2175,1176
Nup154,1,464,0,0,559,168
Art8,11,0,0,0,4,0
asRNA:CR45778,0,0,0,0,0,0
dUTPase,0,0,0,0,0,0
Samuel,507,642,2586,390,342,313
Acp32CD,0,0,0,0,0,0
CG14913,0,0,0,0,0,0
CG18666,0,0,0,0,0,5
asRNA:CR46264,0,0,0,0,0,0
CG14915,0,0,0,0,0,0
lncRNA:CR45725,0,0,0,0,0,0
CG43725,0,0,0,0,0,0
AstC,0,0,0,0,0,0
AstCC,0,0,0,0,0,0
CG16854,0,0,0,0,0,0
Wdr59,0,0,0,90,50,39
Ge-1,1049,117,968,73,382,161
Reps,1,0,0,96,163,34
l(2)gd1,0,1,1943,1,45,182
CG6201,0,0,0,110,42,22
Gr32a,0,0,0,0,0,0
CG6230,0,0,0,49,293,59
CG14921,0,0,0,0,0,0
Csl4,241,195,634,125,116,130
Nup160,0,0,0,0,140,0
RfC38,192,511,0,178,79,53
CG4751,0,0,0,0,20,0
hgo,0,0,0,0,0,0
Gyc32E,0,0,0,0,0,0
CG31867,0,0,0,0,0,0
CG6287,904,1044,0,1490,1047,625
Ca-beta,0,0,0,0,0,0
Vm32E,0,0,0,0,0,0
CG4788,449,476,2735,191,190,167
lncRNA:CR43859,83,0,0,0,0,0
ab,156,18,87,27,89,100
snoRNA:Me18S-G642,0,0,0,0,0,0
cmet,1,1,1,0,0,0
cana,0,0,18,102,185,87
CG33695,0,286,679,103,179,97
asRNA:CR44182,0,0,0,0,0,0
Ppt2,0,306,490,279,230,168
mre11,936,67,323,374,301,139
Osi21,0,0,0,0,0,0
lncRNA:CR43409,0,0,0,0,0,0
lncRNA:CR43721,0,0,0,0,0,0
lncRNA:CR44583,0,0,0,0,0,0
lncRNA:CR44584,0,0,0,0,0,0
lncRNA:CR44585,0,0,0,0,0,0
CG14926,0,0,0,0,0,0
lncRNA:CR44586,0,0,0,0,0,0
salr,0,231,0,10,23,47
lncRNA:CR43681,0,0,0,0,0,0
salm,198,437,0,5,30,21
CG43355,0,0,0,0,0,0
sala,0,0,0,0,0,0
CG6488,198,0,0,224,236,73
spz4,0,0,0,0,0,0
Dlg5,328,0,0,59,213,81
CG4970,0,0,0,0,0,0
CG14929,0,0,0,0,0,0
CG14930,0,0,0,0,0,0
CG43153,0,0,0,0,0,0
CG31705,12,0,3,0,555,76
CG31706,0,0,0,0,0,0
CG34162,0,0,0,0,0,0
asRNA:CR42743,0,0,0,0,0,0
CG43438,0,0,0,0,0,0
lncRNA:CR44494,0,0,0,0,0,0
lncRNA:CR44495,0,0,0,0,0,0
kek2,1,0,0,0,0,0
Mst33A,0,0,0,0,0,0
lncRNA:CR44496,0,0,0,0,0,0
Acp33A,0,0,0,0,0,0
spag4,0,0,0,0,0,0
CG6614,0,0,0,0,0,0
CG12307,0,0,0,0,0,0
CG4983,0,0,0,0,0,0
CG43167,0,0,0,0,0,0
lncRNA:CR44497,0,0,0,0,0,0
lncRNA:CR44479,0,0,0,0,0,0
lncRNA:CR44480,0,0,0,0,0,0
CG44477,0,0,0,0,0,0
lncRNA:CR44481,0,0,0,0,0,0
CG4988,0,0,0,0,0,0
lncRNA:CR44143,0,0,0,0,0,0
lncRNA:CR44145,0,0,0,0,0,0
Vha100-5,0,0,0,0,0,0
asRNA:CR44144,0,0,0,0,0,0
CG42470,0,0,0,0,0,0
CG42471,0,0,0,0,0,0
Sfp33A1,0,0,0,0,0,0
CG14931,0,0,0,0,0,0
CG14932,0,13,0,0,0,0
Tsp33B,0,0,0,0,0,0
CG14937,0,0,0,0,0,0
crol,583,883,16,460,594,425
snoRNA:Me18S-A934,0,0,0,0,0,0
CycY,0,0,1,53,362,152
Pde1c,0,0,0,0,0,0
esc,8,812,619,53,41,72
CG45011,0,0,0,0,0,0
CG45012,0,0,0,0,0,0
lncRNA:CR45013,0,0,0,0,0,0
lncRNA:CR45014,0,0,0,0,0,0
Sfp33A4,0,0,0,0,0,0
Sfp33A2,0,0,0,0,0,0
lncRNA:CR43937,0,0,0,0,0,0
Sfp33A3,0,0,0,0,0,0
asRNA:CR43936,0,0,0,0,0,0
CG31704,0,0,0,0,0,0
CG44008,0,283,0,3,10,0
CG46426,0,0,0,0,0,0
CG14933,0,0,0,0,0,0
CG42486,0,0,0,0,0,0
Mal-B1,0,0,0,0,0,0
Mal-B2,0,0,0,0,62,0
CG42751,0,0,0,0,0,0
Or33a,0,0,0,0,0,0
Or33b,0,0,0,0,0,0
Or33c,0,0,0,0,0,0
Crys,0,0,0,0,0,0
CG16964,0,0,0,0,0,0
lncRNA:CR43314,201,226,157,608,648,748
bft,0,0,0,0,0,0
CG16965,0,0,0,0,0,0
CG6686,29,0,124,101,336,178
CG34163,541,485,321,133,209,91
zuc,46,362,0,0,26,0
dgt2,415,430,620,259,114,78
escl,2,1,0,85,99,51
Ada1-2,55,124,0,8,34,14
CG18789,59,0,0,43,25,8
Qtzl,304,22,548,263,201,183
Ada1-1,5,57,0,10,31,22
CG18787,72,0,0,49,29,15
Nfs1,403,1,811,546,292,574
Hacd1,1219,1078,966,617,596,268
Rh5,0,0,0,0,0,0
lncRNA:CR44588,0,0,0,0,0,0
Wdr81,0,0,0,37,9,70
lncRNA:CR44587,0,0,0,0,0,0
dmGlut,0,0,0,0,72,140
CG18788,0,0,0,0,0,0
Tom70,481,1012,1,51,492,182
CG6766,270,242,49,594,852,361
asRNA:CR46070,0,0,0,0,0,0
CG6785,0,0,0,9,13,1
CG6770,913,1971,1465,2599,4931,1821
lncRNA:CR44589,0,0,34,1,2,5
Plzf,0,0,0,0,46,0
CG14945,0,0,0,0,0,0
JhI-21,521,0,5,1563,2458,918
RpL7-like,0,0,0,0,0,0
CG34164,0,0,0,0,0,0
Rab3-GAP,2,1,1,0,206,91
firl,71,0,0,0,244,24
CG14947,0,0,0,0,0,0
lncRNA:CR44591,0,0,0,0,0,0
lncRNA:CR44590,0,0,0,0,0,0
prd,0,0,0,0,0,0
asRNA:CR44592,0,0,0,0,0,0
lncRNA:CR44593,0,0,0,0,0,0
Pex19,802,872,425,354,239,173
lncRNA:CR44594,0,0,0,0,0,0
CG6712,438,56,0,203,223,147
Mt2,0,221,12,31,15,52
Ced-12,707,1133,1,342,962,481
Patsas,0,0,0,0,0,0
ThrRS,949,2369,279,1317,3314,1300
Rab6,2280,1107,2258,7869,6045,3724
Phae1,0,0,0,0,0,0
Phae2,0,0,0,0,0,0
CG17211,0,0,0,0,0,0
rho-6,0,0,0,0,0,0
Gr33a,0,0,0,0,0,0
CG31760,0,0,0,0,1,2
CG31861,0,0,0,0,0,0
ZnT33D,0,0,0,0,0,0
CG17217,59,0,0,69,87,31
CG6583,1442,1264,2174,987,1357,793
crok,913,1424,3452,1700,1629,1024
lncRNA:CR43356,0,0,0,0,0,0
bru1,0,0,0,0,0,0
atilla,144,183,535,0,0,0
CG31759,0,0,2,131,82,66
lncRNA:CR45282,0,0,0,0,0,0
lncRNA:CR45283,0,0,0,0,0,0
CG31862,0,0,0,0,0,0
CG43813,0,0,0,0,0,0
bru2,1,430,1677,87,260,142
CG17010,0,0,0,0,0,0
Pkd2,0,0,0,0,0,0
vir-1,7659,4454,13187,6825,5529,2398
CG6405,0,0,0,0,4,0
CG5446,1091,1160,1,776,1324,698
CG6388,52,91,1952,342,244,131
CG5435,0,0,0,0,0,0
SC35,3847,4979,4914,1923,1116,898
snoRNA:SC35-a,0,68,0,0,2,8
snoRNA:SC35-b,0,124,0,2,5,9
eRF3,1828,1995,53,1992,1738,871
Oatp33Ea,0,0,0,0,0,0
CG5421,0,0,0,0,0,0
Oatp33Eb,0,0,0,0,0,0
CG5418,0,0,0,0,0,0
CR17024,0,0,0,0,0,0
bun,553,336,377,212,492,261
mir-967,0,0,0,0,0,0
t-cup,0,0,0,0,0,0
CG43051,429,584,97,74,86,62
snoRNA:CG43051-a,0,0,0,0,0,0
lncRNA:CR42746,0,0,0,0,0,0
lncRNA:CR44598,0,0,0,0,0,0
lncRNA:CR44597,0,0,0,0,0,0
lncRNA:CR44596,0,0,0,0,0,0
lncRNA:CR44595,0,0,0,0,0,0
nub,0,0,0,17,22,6
Ref2,0,0,0,0,0,0
pdm2,0,0,0,0,0,0
Nepl7,0,0,0,0,0,0
CCT4,4252,3524,6415,2829,3753,1974
CG6153,141,0,420,194,150,113
IFT43,0,1,1,55,50,0
PICK1,0,0,0,0,0,0
CG5781,0,0,0,0,0,0
CG17036,0,0,0,0,56,63
CG5776,0,0,0,1,184,44
spict,3547,1787,2447,2491,3636,2225
CG15484,0,0,0,0,0,0
CG6180,1327,2789,1442,1117,1445,615
CG5787,281,0,0,175,188,127
Pih1D1,152,87,307,205,253,110
MRP,0,76,1,0,408,38
mir-9382,0,0,0,0,5,0
CG15483,0,0,0,0,0,0
lncRNA:CR46206,0,0,0,0,0,0
lncRNA:TS9,0,0,0,0,0,0
lncRNA:CR43818,36,0,0,0,0,0
kek1,1120,1615,2242,459,1030,827
lncRNA:CR44970,0,0,0,0,0,0
lncRNA:CR44971,0,0,0,0,0,0
ACXC,0,0,0,0,0,0
ACXB,0,0,0,0,0,0
ACXA,0,0,0,0,0,0
ACXE,0,0,0,0,0,0
lncRNA:CR44183,0,0,0,0,0,0
CG16800,0,0,0,0,0,0
Vha68-2,2873,2299,3948,1796,2533,1364
Vha68-3,0,0,0,0,0,0
Yip1d1,1394,1103,1592,1144,1338,965
Vha68-1,7,2,0,0,66,2
Tor,0,0,0,417,135,156
CG9934,0,19,0,141,309,66
A16,254,219,1159,297,445,270
CG9932,353,105,624,22,79,11
lncRNA:CR44197,0,0,0,0,2,0
lncRNA:CR45447,0,0,0,0,0,0
lncRNA:CR45461,0,0,0,0,0,0
Ttc30,0,0,0,0,0,0
CG44198,0,0,0,0,0,0
CG43050,0,0,0,0,0,0
CG5122,0,0,0,0,0,0
CG9928,0,0,0,0,0,0
CG16978,0,0,0,0,0,0
lncRNA:CR44199,0,0,0,0,0,0
Pk34A,0,0,0,0,0,0
kmg,0,0,0,0,0,0
DnaJ-H,25,298,0,345,452,266
Sirt1,0,144,0,63,347,87
Sfmbt,104,0,0,203,203,46
asRNA:CR46256,0,0,0,0,19,4
CG43925,0,0,0,0,0,0
CG5439,1384,623,0,313,283,294
CG5287,171,1,0,162,362,119
CG31849,133,0,1323,142,301,225
CG5458,0,0,0,0,6,0
CG16974,202,1,1,197,1752,699
Edem2,0,1,0,14,479,211
CG16972,0,0,0,7,57,33
Pect,1149,6,1737,279,781,463
CG15482,0,0,0,0,0,0
snRNA:U2:34ABa,0,0,0,0,0,0
kek4,0,0,0,0,0,0
snRNA:U2:34ABb,0,0,1,0,0,0
CG9426,0,0,0,9,59,71
mRF1,241,381,0,31,26,2
Ski6,819,1078,903,283,318,108
CG16812,392,0,0,89,257,64
CG15480,0,0,0,0,0,0
CG16813,0,0,0,0,0,0
CG16815,0,0,0,0,0,0
Prosalpha6T,0,0,0,0,0,0
Mabi,0,0,0,0,0,0
CG5867,0,0,0,0,0,0
CG5945,0,0,0,0,0,0
asRNA:CR45330,0,0,0,0,0,0
snRNA:U2:34ABc,0,0,0,0,0,0
snRNA:U5:34A,0,0,0,0,0,0
CG16820,845,191,509,234,203,98
l(2)k05911,366,3098,3001,5628,6257,2792
Naa20B,0,0,0,0,0,0
CG31730,0,0,0,0,0,0
CG44085,0,0,0,6,0,0
CG31848,0,0,0,0,0,0
Drep4,247,1,0,266,101,46
asRNA:CR44083,0,0,0,0,0,0
Uvrag,0,0,0,3,129,65
asRNA:CR44972,0,0,0,0,0,0
CG31729,277,1,2,33,585,235
CG16824,0,0,0,0,1,0
CG43778,0,0,0,0,0,0
CG16825,0,0,0,0,0,0
CG43779,0,0,0,0,0,0
CG16826,0,0,0,0,0,0
CG9395,0,0,0,0,0,0
CG9377,0,0,0,0,0,0
Nnp-1,1640,0,1216,425,627,267
CG6523,886,241,797,553,606,247
Tap42,35,0,0,305,286,132
CG31855,325,388,566,268,476,234
ND-B22,2344,2929,3026,1119,1161,675
Bdp1,0,282,1,75,195,128
CG6565,899,1,1543,77,479,261
CG9302,1157,1657,3,1113,1977,856
beta'COP,113,1472,3,2293,5792,2168
loqs,260,39,171,210,24,33
asRNA:CR44599,0,0,0,0,0,0
Ing5,213,438,43,186,367,106
